AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,13430,1.6,43.861,0.67,,,40.6,84440,1.1,23.21,29.22,37.13,47.38,59.86,48280,60780,77230,98560,124500,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,5050,2.8,16.487,0.49,,,44.28,92090,1,25.41,32.56,42.52,52.17,64.36,52850,67720,88440,108510,133870,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,7050,2.4,23.019,1.37,,,50.17,104350,1.1,28.65,36.84,46.2,59.71,78.41,59590,76630,96100,124200,163090,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,6800,2.1,22.218,2.5,,,38.33,79730,1.2,21.27,27.08,35.72,46.44,58.6,44240,56320,74300,96600,121890,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,7050,3.3,23.017,1.47,,,29.09,60510,1.1,17.56,21.23,27.38,35.34,44.07,36530,44150,56960,73500,91670,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,2220,2.7,7.258,0.88,,,46.03,95730,3,22.48,28.82,40.23,56.33,77.33,46750,59940,83680,117170,160850,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,19300,1,63.062,1.1,,,34.86,72510,0.8,14.4,18.55,29.64,37.92,48.71,29950,38590,61660,78870,101320,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,3590,3.8,11.714,0.84,,,25.72,53500,1.4,14.53,17.32,22.04,31.25,40.82,30220,36030,45850,65000,84910,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,20020,1.2,65.387,1.07,,,53.04,110320,1.3,21.67,30.07,45.52,59.06,80.64,45070,62550,94680,122850,167720,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,13030,2.4,42.578,0.93,,,21.32,44340,1,14.79,16.86,19.38,23.13,28.31,30750,35070,40300,48100,58880,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,8800,2.7,28.733,1.24,,,29.85,62090,1.2,14.51,18.93,27.25,37.51,48.6,30180,39370,56680,78020,101090,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,25500,1.7,83.318,0.98,,,16.46,34230,1,11.03,13.03,14.45,18.39,23.05,22950,27110,30050,38250,47950,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,9960,2.7,32.544,1.12,,,18.59,38660,0.9,13.46,14.35,17.06,21.16,25.99,28000,29840,35470,44010,54050,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,6330,2.9,20.672,1.08,,,19.55,40660,1.7,11.52,13.91,17.1,22.22,30.82,23960,28930,35560,46230,64100,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,21310,1.5,69.626,0.78,,,21.25,44190,0.9,13.58,14.66,17.46,22.9,32.14,28250,30500,36320,47640,66850,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,38950,1,127.245,1.01,,,23.85,49600,0.5,14.81,18.18,22.54,28.51,34.3,30800,37820,46890,59290,71340,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,540,9.5,1.752,0.56,,,22.52,46840,2.7,14.28,16.74,17.67,27.09,36.11,29710,34830,36760,56340,75110,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,19120,1.9,62.464,1.52,,,35.13,73080,0.9,20.89,24.97,32.77,41,50.39,43440,51930,68160,85280,104800,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,16660,2.3,54.416,1.38,,,32.02,66590,0.7,17.65,22.58,29.89,39.63,48,36710,46960,62180,82420,99840,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,10010,3.4,32.693,0.55,,,26.38,54880,1.5,13.63,16.48,21.73,33.1,46.43,28340,34270,45200,68850,96570,,
2,Alaska,2,AK,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,28790,1.8,94.062,1.03,,,27.77,57770,1.6,14.8,17.27,22.08,31.25,44.73,30780,35920,45930,65000,93030,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,3031620,0,1000,1,,,28.18,58620,0.2,14.05,16.24,21.77,31.49,49.15,29220,33770,45290,65500,102230,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,215700,0.8,71.15,1.07,,,55.56,115560,0.6,22.47,30.48,47.17,66.06,97.26,46740,63390,98110,137400,202300,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,206480,1.2,68.11,1.04,,,37.2,77380,0.7,19.18,24.25,32.15,45.57,59.08,39900,50440,66870,94790,122890,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,114420,1.6,37.741,1.12,,,47.31,98400,1.4,22.56,31.01,44.62,60.73,74.03,46930,64500,92810,126320,153970,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,51380,2.1,16.948,1.01,,,44.18,91890,0.8,23.24,30.32,39.34,52,65.65,48340,63060,81820,108160,136550,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,19660,2.2,6.487,0.73,,,34.54,71850,1,18.71,23.98,30.74,41.18,53.27,38910,49870,63930,85660,110800,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,44210,1.5,14.583,0.93,,,24.45,50860,0.6,16.08,18.18,22.62,28.79,36.19,33440,37810,47050,59890,75270,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,22360,3.7,7.375,0.9,,,49.95,103890,5.8,19.78,26.88,38.67,62.2,93.26,41150,55910,80430,129370,193990,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,144300,0.6,47.598,0.83,,,26.06,54210,0.7,13.81,17.25,23.28,30.29,38.41,28720,35880,48410,62990,79880,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,32370,4,10.679,0.77,,,28.43,59140,2.1,15.17,17.58,23.67,33.53,46.62,31550,36560,49240,69740,96970,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,182400,1,60.165,0.98,,,44.83,93250,0.7,18.11,24.68,38.17,48.79,72.37,37680,51340,79390,101480,150530,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,129050,1.2,42.569,0.93,,,17.5,36410,0.5,13.54,14.31,16.22,18.75,22.43,28160,29760,33730,39010,46660,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,79250,1,26.142,1.12,,,24.71,51400,0.4,14.01,16.41,22.03,29.7,39.34,29140,34130,45810,61770,81840,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,274410,0.8,90.517,1.07,,,17.92,37260,1,13.39,13.93,15.18,18.09,27.67,27850,28980,31570,37630,57550,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,84140,1.6,27.755,0.95,,,16.78,34900,0.5,13.73,14.31,15.58,17.57,21.13,28560,29760,32400,36540,43940,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,53810,2.3,17.749,0.93,,,18.31,38080,1,13.25,14,15.71,19.81,27.93,27570,29130,32670,41210,58100,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,269960,1.4,89.049,1,,,23.32,48500,1,13.48,14.23,16.73,25.49,39.5,28040,29590,34800,53030,82160,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,435370,1,143.61,1.14,,,21.16,44010,0.2,14.37,16.68,18.92,23.69,30.03,29890,34700,39360,49270,62470,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,11090,6.1,3.658,1.17,,,16.77,34880,1.4,13.57,13.84,14.75,16.83,21.65,28220,28790,30680,35010,45030,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,144340,1.2,47.61,1.16,,,25.23,52470,0.6,16.96,18.8,23.32,29.24,36.65,35280,39100,48500,60830,76230,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,126330,1.4,41.671,1.06,,,25.52,53090,0.6,14.99,17.78,23.15,30.31,38.48,31180,36990,48160,63030,80050,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,120180,1.2,39.641,0.67,,,21.86,45460,0.4,14.55,16.59,18.95,24.41,31.35,30270,34510,39420,50770,65200,,
4,Arizona,2,AZ,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,270410,1,89.195,0.97,,,20.87,43410,0.7,14.11,15.15,18.32,22.77,29.18,29340,31520,38100,47350,60700,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,1230850,0,1000,1,,,23.35,48570,0.2,11.79,13.65,17.92,26.44,38.96,24520,28400,37270,55000,81030,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,84020,0.9,68.259,1.02,,,44.94,93480,0.7,17.11,24.26,37.3,53.94,80.17,35590,50450,77580,112200,166750,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,61520,1.1,49.98,0.76,,,33.75,70190,0.8,16.67,21.78,29.63,39.61,53.53,34670,45290,61640,82390,111350,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,24210,1.5,19.672,0.58,,,37.76,78540,1.1,17.76,23.72,36.61,49.3,62.27,36930,49340,76150,102540,129520,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,11840,3.3,9.621,0.57,,,36.41,75730,1.4,18.43,25,34.56,44.97,57.78,38340,52000,71880,93550,120180,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,6690,4.1,5.437,0.61,,,32.69,68000,3.4,17.38,21.29,27.96,38.03,49.6,36150,44280,58160,79110,103170,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,14030,1.8,11.401,0.73,,,23.34,48540,1.1,13.95,17.44,20.91,27.37,33.67,29010,36270,43500,56930,70030,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,6860,2.7,5.57,0.68,,,44.32,92180,3.6,16.92,19.82,30.6,48.35,85.87,35190,41220,63660,100560,178600,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,71100,0.6,57.763,1.01,,,24.65,51260,0.6,11.64,17.63,23,28.85,35,24220,36670,47840,60000,72810,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,10960,2.4,8.906,0.64,,,25.33,52680,1.5,12.89,14.73,19.6,29.47,42.93,26800,30630,40760,61290,89290,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,84370,0.9,68.547,1.12,,,35.92,74720,1.3,16.6,21.42,29.16,37.68,59.13,34530,44560,60660,78380,122990,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,49060,1.5,39.858,0.87,,,15.03,31270,0.5,11.73,12.56,13.72,15.94,18.24,24410,26120,28540,33150,37930,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,24820,1.3,20.161,0.87,,,19.56,40670,0.5,11.75,14,18.09,22.22,28.77,24440,29120,37630,46220,59840,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,105630,0.7,85.822,1.01,,,13.4,27870,0.6,11.15,11.5,12.66,13.7,16.65,23200,23920,26320,28500,34630,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,33530,1.4,27.244,0.93,,,14.32,29790,0.5,11.31,11.88,13.28,15.16,18.44,23530,24710,27610,31540,38360,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,17140,2.4,13.929,0.73,,,14.68,30530,0.7,11.17,11.63,12.95,15.5,20.82,23230,24190,26940,32230,43300,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,114570,0.8,93.08,1.04,,,19.76,41090,1.2,11.36,12.19,13.84,21.25,33.35,23620,25340,28790,44210,69360,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,146620,0.8,119.121,0.94,,,18.82,39140,0.3,12.22,14.11,17.25,21.64,27.67,25420,29340,35880,45000,57560,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,5050,2.9,4.101,1.31,,,17.92,37280,1.7,12.09,13.53,16.55,18.76,25.2,25140,28150,34430,39010,52420,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,47540,1.6,38.624,0.94,,,21.28,44270,0.9,14.01,16.09,19.02,23.95,30.24,29130,33470,39550,49820,62900,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,57210,1,46.482,1.18,,,22.99,47810,0.4,13.68,16.75,21.68,27.67,35.33,28450,34850,45090,57560,73490,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,112300,0.7,91.241,1.54,,,19.37,40290,0.3,12.92,14.64,17.67,22.18,27.88,26870,30450,36760,46120,58000,,
5,Arkansas,2,AR,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,141770,1,115.184,1.26,,,18.7,38890,0.6,12.08,13.65,16.53,21.1,29.51,25130,28390,34380,43880,61370,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,17635840,0,1000,1,,,35.2,73220,0.2,15.16,17.38,23.91,40.56,66.01,31520,36140,49740,84370,137290,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,1273760,0.7,72.226,1.08,,,74.58,155120,0.9,28.9,40.43,62.66,91.56,#,60120,84090,130330,190450,#,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,1190630,0.5,67.512,1.03,,,45.29,94210,0.4,22.53,29.6,38.87,52.88,73.81,46860,61570,80850,109990,153530,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,15-0000,Computer and Mathematical Occupations,major,695480,0.8,39.436,1.17,,,69.07,143670,0.8,29.07,41.12,61.87,81.66,105.86,60460,85530,128690,169860,220180,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,17-0000,Architecture and Engineering Occupations,major,328510,1.1,18.628,1.11,,,55.89,116250,1,28.98,37.8,49.82,66.74,83.67,60270,78620,103620,138810,174030,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,19-0000,"Life, Physical, and Social Science Occupations",major,197570,1.4,11.203,1.26,,,46.74,97210,0.9,21.79,29.44,42.46,59.99,76,45330,61230,88310,124780,158070,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,21-0000,Community and Social Service Occupations,major,329680,1.4,18.694,1.19,,,31.47,65450,0.8,17.63,21.39,28.01,38.24,50.78,36670,44500,58250,79530,105620,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,23-0000,Legal Occupations,major,146600,1.5,8.313,1.01,,,74,153910,2.7,25.05,36.29,60.87,98.19,#,52100,75490,126610,204240,#,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,25-0000,Educational Instruction and Library Occupations,major,1002210,0.6,56.828,0.99,,,36.48,75880,0.7,17.09,21.24,30.34,47.79,60.91,35540,44180,63100,99400,126700,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,381100,1.7,21.609,1.55,,,51.6,107330,2,17.07,22.79,36.93,57.17,81.25,35500,47410,76810,118920,169000,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,29-0000,Healthcare Practitioners and Technical Occupations,major,931030,0.6,52.792,0.86,,,57.41,119400,0.6,22.75,33.79,50.82,71.22,89.07,47320,70280,105710,148130,185270,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,31-0000,Healthcare Support Occupations,major,1147130,0.4,65.045,1.42,,,18.16,37760,0.6,14.01,14.34,16.13,18.62,25.88,29140,29830,33540,38720,53840,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,33-0000,Protective Service Occupations,major,419640,0.6,23.795,1.02,,,31.15,64790,0.4,15.22,17.24,22.52,43.65,57.94,31660,35870,46840,90790,120520,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,35-0000,Food Preparation and Serving Related Occupations,major,1499090,0.5,85.003,1,,,17.89,37220,0.7,14.51,15.06,16.64,18.11,22.05,30180,31320,34610,37670,45860,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,498480,0.7,28.265,0.97,,,20.16,41940,0.5,15.04,16.45,18.01,22.08,27.85,31270,34220,37460,45930,57920,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,39-0000,Personal Care and Service Occupations,major,341300,1.3,19.353,1.01,,,20.23,42080,0.9,14.48,15.18,16.81,21.22,29.86,30130,31570,34970,44130,62100,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,41-0000,Sales and Related Occupations,major,1450450,0.7,82.245,0.92,,,27.9,58040,0.9,14.91,16.13,18.41,29.52,48.96,31020,33540,38280,61400,101830,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,43-0000,Office and Administrative Support Occupations,major,1996330,0.9,113.198,0.9,,,25.08,52170,0.2,16.24,18.22,22.83,29.33,36.55,33780,37910,47490,61000,76030,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,45-0000,"Farming, Fishing, and Forestry Occupations",major,223670,0.9,12.682,4.06,,,17.65,36710,1.5,14.84,15.13,16.12,17.23,22.53,30860,31480,33520,35830,46870,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,47-0000,Construction and Extraction Occupations,major,684310,0.8,38.802,0.94,,,33.48,69630,0.5,18.54,22.9,29.76,39.44,52.39,38560,47620,61900,82040,108970,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,49-0000,"Installation, Maintenance, and Repair Occupations",major,538900,0.8,30.557,0.78,,,30.37,63170,0.4,17.39,21.41,28.47,36.67,47.37,36180,44530,59230,76280,98530,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,51-0000,Production Occupations,major,822790,0.9,46.654,0.79,,,23.4,48670,0.4,15.38,17.12,20.34,26.82,36,31990,35610,42310,55780,74880,,
6,California,2,CA,0,Cross-industry,cross-industry,1235,53-0000,Transportation and Material Moving Occupations,major,1537150,0.5,87.161,0.95,,,22.54,46880,0.5,15.31,16.93,19.27,23.89,31.01,31850,35210,40090,49680,64510,,
8,Colorado,2,CO,0,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,2766420,0,1000,1,,,32.63,67870,0.4,14.68,17.65,24.16,38.54,60.6,30520,36710,50250,80150,126050,,
8,Colorado,2,CO,0,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,149320,1,53.976,0.81,,,71.78,149300,0.6,33.15,46.96,63.54,84.56,#,68950,97670,132150,175880,#,,
